4,6,5
4,25,5
4,27,5
4,31,5
4,31,26
4,34,5
4,34,26
4,36,5
4,36,26
4,36,33
4,36,38
4,71,195
4,71,196
4,71,197
4,71,202
4,71,204
4,72,75
4,72,184
4,72,195
4,72,196
4,72,197
4,72,198
4,72,201
4,72,202
4,72,203
4,72,204
4,76,194
4,77,194
4,78,194
4,79,194
4,160,194
4,161,194
4,193,194
4,199,195
4,199,196
4,199,197
4,199,204
4,200,195
4,200,196
4,200,197
4,200,204
9,31,5
9,31,6
9,31,26
9,176,180
9,176,183
9,181,180
9,182,180
11,59,142
11,59,143
11,69,70
11,69,142
11,69,143
11,69,186
11,69,187
11,92,95
11,144,142
11,144,143
16,136,135
16,137,135
16,138,135
16,140,135
21,55,41
21,55,44
21,71,195
21,71,197
21,71,202
21,71,204
21,72,184
21,72,195
21,72,197
21,72,198
21,72,201
21,72,202
21,72,203
21,72,204
21,75,184
21,75,195
21,75,197
21,75,198
21,75,204
21,196,195
21,196,204
21,199,195
21,199,197
21,199,204
21,200,195
21,200,197
21,200,204
26,6,5
26,25,5
26,27,5
26,31,5
26,31,26
26,34,5
26,34,26
26,36,5
26,36,26
26,36,33
26,36,38
42,6,5
42,25,5
42,27,5
42,31,5
42,31,26
42,34,5
42,34,26
42,36,5
42,36,26
42,36,33
42,36,38
42,56,41
42,56,44
42,56,55
42,71,195
42,71,197
42,71,202
42,71,204
42,72,184
42,72,195
42,72,197
42,72,198
42,72,201
42,72,202
42,72,203
42,72,204
42,75,184
42,75,195
42,75,197
42,75,198
42,75,204
42,76,194
42,77,194
42,78,194
42,79,194
42,160,194
42,161,194
42,193,194
42,196,195
42,196,204
42,199,195
42,199,197
42,199,204
42,200,195
42,200,197
42,200,204
45,71,195
45,71,196
45,71,197
45,71,202
45,71,204
45,72,75
45,72,184
45,72,195
45,72,196
45,72,197
45,72,198
45,72,201
45,72,202
45,72,203
45,72,204
45,199,195
45,199,196
45,199,197
45,199,204
45,200,195
45,200,196
45,200,197
45,200,204
47,57,88
47,92,95
47,111,175
47,157,155
62,6,5
62,25,5
62,27,5
62,34,5
62,34,26
62,34,31
62,36,5
62,36,26
62,36,31
62,36,33
62,36,38
62,74,71
62,74,72
62,74,73
62,74,75
62,74,184
62,74,195
62,74,196
62,74,197
62,74,198
62,74,199
62,74,200
62,74,201
62,74,202
62,74,203
62,74,204
69,86,87
69,89,87
69,90,87
69,92,95
69,132,131
80,57,87
80,88,87
80,89,86
80,89,87
80,90,86
80,90,87
80,92,95
80,111,175
86,89,86
86,89,87
86,90,86
86,90,87
86,111,175
