2021-04-19

 The results given by NN

macro.hprecision , macro.hrecall , macro.hf , micro.hprecision , micro.hrecall , micro.hf
0.964406979201785 , 0.861424866499142 , 0.889961827084775 , 0.970039468963043 , 0.77675621318776 , 0.862704427602712
AU.prc , average.auprc , average.auprc.w , each.class.auc
0.947197294019954 , 0.826832731720629 , 0.909718485727 , 0.888888888888889
0.947197294019954 , 0.826832731720629 , 0.909718485727 , 0.888888888888889
0.947197294019954 , 0.826832731720629 , 0.909718485727 , 0.962306084443532
0.947197294019954 , 0.826832731720629 , 0.909718485727 , 0.944934371184371
0.947197294019954 , 0.826832731720629 , 0.909718485727 , 0.383258887884127
0.947197294019954 , 0.826832731720629 , 0.909718485727 , 0.937579520921912
0.947197294019954 , 0.826832731720629 , 0.909718485727 , 0.958088104444231
0.947197294019954 , 0.826832731720629 , 0.909718485727 , 0.956060594733915
0.947197294019954 , 0.826832731720629 , 0.909718485727 , 0.978568607130908
0.947197294019954 , 0.826832731720629 , 0.909718485727 , 0.96840774019266
0.947197294019954 , 0.826832731720629 , 0.909718485727 , 0.967164820111322
0.947197294019954 , 0.826832731720629 , 0.909718485727 , 0.964476767828465
0.947197294019954 , 0.826832731720629 , 0.909718485727 , 0.970764761557879
0.947197294019954 , 0.826832731720629 , 0.909718485727 , 0.949565109891695
0.947197294019954 , 0.826832731720629 , 0.909718485727 , 0.978599298054626
0.947197294019954 , 0.826832731720629 , 0.909718485727 , 0.968891913034565
0.947197294019954 , 0.826832731720629 , 0.909718485727 , 0.967636337145057
0.947197294019954 , 0.826832731720629 , 0.909718485727 , 0.971460367966702
0.947197294019954 , 0.826832731720629 , 0.909718485727 , 0.968306592815443
0.947197294019954 , 0.826832731720629 , 0.909718485727 , 0.966158917445415
0.947197294019954 , 0.826832731720629 , 0.909718485727 , 0.954332795299243
0.947197294019954 , 0.826832731720629 , 0.909718485727 , 0.94542656570434
0.947197294019954 , 0.826832731720629 , 0.909718485727 , 0.969776920371043
0.947197294019954 , 0.826832731720629 , 0.909718485727 , 0.978640171871693
0.947197294019954 , 0.826832731720629 , 0.909718485727 , 0.946174586283282
0.947197294019954 , 0.826832731720629 , 0.909718485727 , 0.927848759212145
0.947197294019954 , 0.826832731720629 , 0.909718485727 , 0.912274483426708
0.947197294019954 , 0.826832731720629 , 0.909718485727 , 0.926504809951529
0.947197294019954 , 0.826832731720629 , 0.909718485727 , 0.925586021036578
0.947197294019954 , 0.826832731720629 , 0.909718485727 , 0.922161785119575
0.947197294019954 , 0.826832731720629 , 0.909718485727 , 0.938942267948023
0.947197294019954 , 0.826832731720629 , 0.909718485727 , 0.9467050704596
0.947197294019954 , 0.826832731720629 , 0.909718485727 , 0.903032183966943
0.947197294019954 , 0.826832731720629 , 0.909718485727 , 0.91404023598492
0.947197294019954 , 0.826832731720629 , 0.909718485727 , 0.940492436642799
0.947197294019954 , 0.826832731720629 , 0.909718485727 , 0.926786268501735
0.947197294019954 , 0.826832731720629 , 0.909718485727 , 0.940492436642799
0.947197294019954 , 0.826832731720629 , 0.909718485727 , 0.898222812453699
0.947197294019954 , 0.826832731720629 , 0.909718485727 , 0.92369786963041
0.947197294019954 , 0.826832731720629 , 0.909718485727 , 0.872929198901851
0.947197294019954 , 0.826832731720629 , 0.909718485727 , 0.859692442600688
0.947197294019954 , 0.826832731720629 , 0.909718485727 , 0.948924690261266
