18,32,31
18,34,31
18,35,31
18,35,33
18,38,31
18,76,160
18,77,79
18,77,160
24,140,135
24,140,136
24,140,138
28,2,165
28,57,88
28,67,59
28,68,59
28,69,59
28,70,59
28,83,93
28,83,165
28,84,93
28,84,165
28,85,93
28,85,165
28,91,88
28,150,148
28,156,154
28,157,154
28,157,155
28,157,190
28,157,191
28,158,154
28,158,155
28,158,159
28,158,190
28,158,191
28,158,192
28,176,183
33,159,156
46,82,81
46,100,98
46,177,178
48,30,28
48,30,29
48,46,134
48,47,134
48,129,146
48,130,146
48,135,134
48,140,134
48,140,136
48,140,138
48,147,146
48,148,146
48,149,146
48,150,146
48,151,146
48,152,146
51,29,39
58,187,185
58,187,186
59,137,135
64,56,44
64,56,55
68,71,200
68,71,202
68,71,204
68,72,200
68,72,202
68,72,203
68,72,204
68,73,200
68,73,202
68,73,204
68,75,200
68,75,204
68,184,204
68,195,204
68,196,204
68,197,204
68,198,204
68,199,204
68,201,204
74,30,28
74,30,29
82,71,200
82,72,200
82,72,203
82,73,200
82,75,200
82,202,200
84,6,5
84,25,5
84,26,5
84,27,5
84,32,5
84,32,31
84,35,5
84,35,31
84,35,33
84,36,5
84,36,31
84,36,33
84,36,34
84,36,38
84,82,81
84,97,96
84,98,96
84,99,96
84,100,96
85,44,41
85,55,41
85,56,41
87,159,154
87,159,156
89,143,185
89,187,185
89,187,186
