2021-05-18

 The results given by NN

macro.hprecision , macro.hrecall , macro.hf , micro.hprecision , micro.hrecall , micro.hf
0 , 0 , 0 , NA , 0 , NA
AU.prc.res , AU.prc.precision , AU.prc.recall , average.auprc , average.auprc.w , each.class.auc
0 , 0 , 0 , 0.392646200610206 , 0.664939990292219 , 0.133584307728715
0 , 0 , 0 , 0.392646200610206 , 0.664939990292219 , 0.133584307728715
0 , 0 , 0 , 0.392646200610206 , 0.664939990292219 , 0.938420443354056
0 , 0 , 0 , 0.392646200610206 , 0.664939990292219 , 0.310759905116509
0 , 0 , 0 , 0.392646200610206 , 0.664939990292219 , 0.306965736747516
0 , 0 , 0 , 0.392646200610206 , 0.664939990292219 , 0.306965736747516
0 , 0 , 0 , 0.392646200610206 , 0.664939990292219 , 0.94930355293988
0 , 0 , 0 , 0.392646200610206 , 0.664939990292219 , 0.94930355293988
0 , 0 , 0 , 0.392646200610206 , 0.664939990292219 , 0.94930355293988
0 , 0 , 0 , 0.392646200610206 , 0.664939990292219 , 0.94930355293988
0 , 0 , 0 , 0.392646200610206 , 0.664939990292219 , 0.94930355293988
0 , 0 , 0 , 0.392646200610206 , 0.664939990292219 , 0.94930355293988
0 , 0 , 0 , 0.392646200610206 , 0.664939990292219 , 0.94930355293988
0 , 0 , 0 , 0.392646200610206 , 0.664939990292219 , 0.94930355293988
0 , 0 , 0 , 0.392646200610206 , 0.664939990292219 , 0.94930355293988
0 , 0 , 0 , 0.392646200610206 , 0.664939990292219 , 0.94930355293988
0 , 0 , 0 , 0.392646200610206 , 0.664939990292219 , 0.94930355293988
0 , 0 , 0 , 0.392646200610206 , 0.664939990292219 , 0.94930355293988
0 , 0 , 0 , 0.392646200610206 , 0.664939990292219 , 0.94930355293988
0 , 0 , 0 , 0.392646200610206 , 0.664939990292219 , 0.94930355293988
0 , 0 , 0 , 0.392646200610206 , 0.664939990292219 , 0.94930355293988
0 , 0 , 0 , 0.392646200610206 , 0.664939990292219 , 0.94930355293988
0 , 0 , 0 , 0.392646200610206 , 0.664939990292219 , 0.94930355293988
0 , 0 , 0 , 0.392646200610206 , 0.664939990292219 , 0.94930355293988
0 , 0 , 0 , 0.392646200610206 , 0.664939990292219 , 0.306965736747516
0 , 0 , 0 , 0.392646200610206 , 0.664939990292219 , 0.306965736747516
0 , 0 , 0 , 0.392646200610206 , 0.664939990292219 , 0.306965736747516
0 , 0 , 0 , 0.392646200610206 , 0.664939990292219 , 0.306965736747516
0 , 0 , 0 , 0.392646200610206 , 0.664939990292219 , 0.306965736747516
0 , 0 , 0 , 0.392646200610206 , 0.664939990292219 , 0.306965736747516
0 , 0 , 0 , 0.392646200610206 , 0.664939990292219 , 0.306965736747516
0 , 0 , 0 , 0.392646200610206 , 0.664939990292219 , 0.306965736747516
0 , 0 , 0 , 0.392646200610206 , 0.664939990292219 , 0.306965736747516
0 , 0 , 0 , 0.392646200610206 , 0.664939990292219 , 0.306965736747516
0 , 0 , 0 , 0.392646200610206 , 0.664939990292219 , 0.306965736747516
0 , 0 , 0 , 0.392646200610206 , 0.664939990292219 , 0.306965736747516
0 , 0 , 0 , 0.392646200610206 , 0.664939990292219 , 0.306965736747516
