32,44,41
32,55,41
32,56,41
37,25,6
37,28,6
37,28,26
37,28,27
37,28,31
37,28,32
37,28,34
37,29,6
37,29,26
37,29,27
37,29,31
37,29,32
37,29,33
37,29,34
37,29,35
37,29,38
37,29,39
37,30,6
37,30,26
37,30,27
37,30,31
37,30,32
37,30,33
37,30,34
37,30,35
37,30,38
37,30,39
37,36,6
37,36,26
37,36,27
37,36,31
37,36,33
37,36,34
37,36,38
37,37,6
37,37,26
37,37,27
37,37,31
37,37,33
37,37,34
37,37,38
40,28,5
40,28,6
40,28,25
40,28,26
40,28,27
40,28,31
40,28,32
40,28,34
40,29,5
40,29,6
40,29,25
40,29,26
40,29,27
40,29,31
40,29,32
40,29,33
40,29,34
40,29,35
40,29,36
40,29,38
40,29,39
40,30,5
40,30,6
40,30,25
40,30,26
40,30,27
40,30,31
40,30,32
40,30,33
40,30,34
40,30,35
40,30,36
40,30,37
40,30,38
40,30,39
40,44,41
40,55,41
40,56,41
40,98,162
40,98,163
40,100,162
40,100,163
44,98,162
44,98,163
57,2,165
57,83,93
57,83,165
57,84,93
57,84,165
57,85,93
57,85,165
57,91,90
61,84,83
61,84,93
61,84,165
61,84,166
61,84,167
61,85,83
61,85,93
61,85,165
61,85,166
61,85,167
74,42,40
78,98,163
78,100,163
78,162,163
81,84,83
81,84,166
81,84,167
81,85,83
81,85,166
81,85,167
87,98,95
87,98,96
87,98,97
87,98,163
87,100,95
87,100,96
87,100,97
87,100,99
87,100,163
87,162,163
