2,56,41
2,56,44
2,56,55
2,197,195
2,197,196
2,197,204
2,200,195
2,200,196
2,200,204
2,202,195
2,202,196
2,202,204
6,113,112
7,191,190
9,132,131
9,132,146
12,76,78
12,76,160
12,76,193
12,136,134
12,136,135
14,99,96
14,99,97
14,131,146
14,132,146
14,133,146
14,176,180
14,176,181
14,176,182
14,183,180
14,183,181
17,76,78
17,76,160
17,76,193
17,77,78
17,77,79
17,77,160
17,77,193
20,82,81
39,131,146
39,132,146
39,133,146
39,176,180
39,176,181
39,176,182
39,183,180
39,183,181
47,27,5
47,27,6
47,29,5
47,29,6
47,29,25
47,29,26
47,29,28
47,29,31
47,29,32
47,29,33
47,29,34
47,29,35
47,29,36
47,29,38
47,29,39
47,30,5
47,30,6
47,30,25
47,30,26
47,30,28
47,30,31
47,30,32
47,30,33
47,30,34
47,30,35
47,30,36
47,30,37
47,30,38
47,30,39
47,197,195
47,197,196
47,197,204
47,200,195
47,200,196
47,200,204
49,139,136
49,139,137
49,140,136
72,56,55
75,76,78
75,76,160
75,76,193
75,77,78
75,77,79
75,77,160
75,77,193
87,118,117
87,119,117
