0.578414,0.837839,0.468634,0.954348,0.711651,0.344971,0.501299,0.445648,0.865155,0.392267,0.732957,0.403242,0.684799,0.521186,0.538759,0.840263,0.382377,0.413817,0.159047,0.649217,0.566132,0.47681,0.626519,0.717799,0.584427,0.463594,0.446181,0.415155,0.57253,0.605586,0.382264,0.639071,0.384696,0.561672,0.450215,0.69425,0.520876,0.572038,0.619527,0.491345,0.532047,0.438861,0.553778,0.52058,0.562207,0.616064,0.565116,0.504287,0.431285,0.346719,1
0.591752,0.851138,0.464985,0.958606,0.691851,0.339531,0.551878,0.438788,0.8342,0.354507,0.471004,0.36289,0.697823,0.424217,0.569024,0.645653,0.427415,0.26834,0.27682,0.6586,0.52335,0.33517,0.609013,0.67742,0.604813,0.50723,0.583093,0.53686,0.636931,0.479345,0.396551,0.560226,0.463537,0.500418,0.564875,0.636284,0.491117,0.583242,0.620164,0.514168,0.55701,0.480729,0.576176,0.565015,0.560731,0.56804,0.57259,0.467085,0.533891,0.350726,1
0.48841,0.633504,0.388878,0.874492,0.529579,0.378871,0.0883677,0.602893,0.471533,0.527928,0.771247,0.286333,0.623713,0.524911,0.408246,0.784527,0.538983,0.401796,0.352451,0.698052,0.544273,0.492455,0.654318,0.579983,0.628915,0.532339,0.60876,0.472644,0.56071,0.672007,0.340595,0.539901,0.627177,0.588892,0.370207,0.739346,0.599876,0.589136,0.647086,0.540339,0.507188,0.450237,0.534891,0.306726,0.511186,0.399432,0.543027,0.55992,0.387631,0.355193,1
0.893502,0.675369,0.962616,0.107947,0.302903,0.548284,0.216426,0.203697,0.775338,0.506493,0.589749,0.485323,0.683078,0.394,0.550606,0.687623,0.475223,0.447187,0.298164,0.717633,0.579296,0.412229,0.658537,0.560302,0.534437,0.62989,0.525529,0.529242,0.663303,0.551842,0.344382,0.559002,0.769385,0.513168,0.56944,0.674803,0.41159,0.617897,0.531835,0.453257,0.689604,0.45728,0.652735,0.48785,0.601365,0.783997,0.610615,0.574332,0.43734,0.341153,1
0.507347,0.410511,0.0269794,0.849011,1,0.547864,0.413961,0.220033,0.810481,0.482205,0.844113,0.303263,0.624137,0.404272,0.245036,0.529317,0.629317,0.675374,0.527767,0.858883,0.542233,0.516022,0.504963,0.507428,0.1906,0.397413,0.507522,0.603319,0.639336,0.478416,0.432613,0.511657,0.413965,0.584563,0.44269,0.669634,0.683824,0.522315,0.679657,0.556492,0.57554,0.420613,0.557252,0.527863,0.596108,0.528226,0.595735,0.553808,0.355222,0.381806,1
0.954139,0.815423,0.853101,0.26686,0.429395,0.419659,0.49923,0.181428,0.737647,0.433459,0.451107,0.50982,0.562811,0.221199,0.476121,0.663668,0.454054,0.388712,0.324289,0.37128,0.677472,0.610327,0.633552,0.570018,0.548605,0.442752,0.599475,0.439557,0.582494,0.432817,0.497127,0.487775,0.402209,0.539358,0.206426,0.228443,0.529727,0.648026,0.817882,0.739693,0.433776,0.497139,0.653997,0.708591,0.271141,0.198832,0.888348,0.595609,0.648983,0.295276,1
0.336248,0.235406,0.144677,0.83346,0.619128,0.325115,0.397281,0.354293,0.560743,0.169431,0.569896,0.546793,0.557805,0.519841,0.981228,0.615087,0.633192,0.372553,0.544826,0.86116,0.753522,0.503666,0.646257,0.561667,0.674391,0.437955,0.473031,0.546805,0.703358,0.679385,0.383362,0.487033,0.682987,0.575085,0.814706,0.211975,1,0.541139,0.487783,0.301477,0.462625,0.519529,0.476648,0.624222,0.580405,0.350785,0.585633,0.509777,0.498211,0.486499,1
0.761887,0.404388,0.768863,0.175214,0.429772,0.914263,0.523653,0.511726,0.844644,0.465549,0.595586,0.324034,0.130313,0.646196,0.466368,0.651105,0.342104,0.315035,0.47129,0.665448,0.398033,0.243333,0.569206,0.696264,0.668978,0.494899,0.407873,0.583366,0.676984,0.602555,0.389123,0.514526,0.570378,0.551178,0.459785,0.545675,0.631538,0.53028,0.676247,0.499224,0.515234,0.513609,0.957593,0.423884,0.659374,0.523019,0.484042,0.462434,0.464549,0.416063,1
0.607003,0.9273,0.524758,0.959115,0.379834,0.369246,0.648804,0.481707,0.795006,0.576239,0.619507,0.438188,0.656671,0.440575,0.522982,0.632243,0.453515,0.365878,0.261119,0.65889,0.556302,0.448832,0.633982,0.621421,0.592732,0.548965,0.538459,0.507603,0.617427,0.473874,0.400069,0.526164,0.419671,0.521455,0.531368,0.649217,0.537138,0.566928,0.624968,0.529048,0.573197,0.46587,0.628553,0.5838,0.550281,0.341011,0.557193,0.482031,0.521095,0.386056,1
0.646316,0.999222,0.607156,0.94921,0.497449,0.417872,0.459584,0.611754,0.605494,0.372798,0.653487,0.402687,0.631394,0.436773,0.485878,0.630152,0.488619,0.387861,0.279683,0.643567,0.576195,0.470172,0.638808,0.585236,0.572001,0.530514,0.53499,0.531612,0.614663,0.487094,0.373383,0.521761,0.485379,0.532576,0.503665,0.650163,0.592657,0.53203,0.62691,0.548927,0.552699,0.461627,0.586824,0.635664,0.573331,0.258643,0.589776,0.500774,0.545449,0.355776,1
0.78801,0.215019,0.385179,0.119055,0.830859,0.474434,0.75488,0.941219,0.822966,0.243178,0.372887,0.337945,0.641904,0.55989,0.775386,0.669884,0.591166,0.853722,0.386555,0.592584,0.364756,0.573015,0.775398,0.843364,0.485427,0.532378,0.824071,0.267177,0.698528,0.33039,0.225723,0.239431,0.696621,0.483316,0.801361,0.635016,0.933073,0.788233,0.714811,0.732189,0.555582,0.239586,0.709803,0.38281,0.801983,0.329534,0.655084,0.46099,0.688194,0.290894,1
0.573437,0.875108,0.4904,0.972031,0.370384,0.465552,0.75761,0.432906,0.744994,0.617824,0.60758,0.466028,0.66837,0.414217,0.49396,0.635681,0.445443,0.403679,0.285143,0.730711,0.537223,0.452713,0.656241,0.557127,0.469172,0.517155,0.525002,0.516017,0.607175,0.433572,0.408271,0.516724,0.387625,0.524756,0.505103,0.654279,0.582458,0.550522,0.604825,0.521271,0.596651,0.461854,0.635051,0.564892,0.55044,0.410131,0.574951,0.542526,0.419952,0.405247,1
0.899944,0.639662,0.927795,0.110784,0.347986,0.657054,0.230333,0.297279,0.820657,0.465916,0.61453,0.626422,0.676299,0.57839,0.431591,0.534972,0.49415,0.336256,0.420512,0.695894,0.511528,0.416506,0.648418,0.589209,0.62805,0.493787,0.531043,0.5427,0.531496,0.68206,0.384883,0.708126,0.75383,0.513756,0.726547,0.744672,0.418055,0.552045,0.65522,0.455649,0.626603,0.643424,0.567105,0.483671,0.647006,0.64442,0.379153,0.264636,0.170341,0.346897,1
0.271077,0.0161212,0.450884,0.673338,0.647875,0.341022,0.61464,0.694265,0.679315,0.303462,0.580897,0.630099,0.0305802,0.183669,0.316724,0.786375,0.310755,0.419169,0.523748,0.820901,0.499109,0.0532056,0.579468,0.504151,0.446163,0.68,0.593293,0.437933,0.568893,0.63808,0.732374,0.621506,0.281094,0.608614,0.132341,0.411445,0.355555,0.567681,0.555117,0.236524,0.572573,0.430049,0.699064,0.364073,0.721375,0.208114,0.435865,0.428265,0.535103,0.313849,1
0.726434,0.716479,0,0.84335,0.872344,0.548039,0.452571,0.274509,0.782129,0.420638,0.745994,0.344729,0.707204,0.322557,0.425713,0.447118,0.525657,0.33088,0.486413,0.778428,0.468594,0.336523,0.542546,0.742072,0.294199,0.470907,0.596667,0.56158,0.672915,0.506451,0.39824,0.605797,0.501208,0.513533,0.464764,0.634746,0.630113,0.590437,0.671127,0.493528,0.634814,0.462106,0.599426,0.585838,0.596637,0.7076,0.603344,0.553788,0.316343,0.3308,1
0.864779,0.683704,0.967584,0.142772,0.200826,0.596002,0.152708,0.19579,0.805522,0.38879,0.585547,0.517936,0.671032,0.412807,0.534409,0.617063,0.522263,0.385024,0.331433,0.73926,0.564476,0.429354,0.659934,0.570785,0.579616,0.594679,0.51353,0.519943,0.593743,0.54115,0.351988,0.555168,0.69372,0.568805,0.528381,0.661625,0.386135,0.554246,0.586239,0.417472,0.670367,0.505649,0.662571,0.502699,0.582715,0.779066,0.604838,0.558457,0.427671,0.33663,1
0.922381,0.641887,0.908269,0.0695361,0.360497,0.722272,0.298538,0.350177,0.836931,0.490508,0.627628,0.462591,0.621455,0.614662,0.668211,0.665628,0.471783,0.527856,0.221096,0.645584,0.408096,0.364231,0.662693,0.643939,0.568251,0.541087,0.543069,0.604771,0.734676,0.537799,0.256952,0.463653,0.768989,0.523445,0.628419,0.655608,0.515497,0.623762,0.574848,0.521371,0.629775,0.440928,0.757163,0.491858,0.574303,0.76402,0.588561,0.539904,0.420941,0.354613,1
0.581412,0.918297,0.616188,0.962036,0.575241,0.396297,0.456242,0.618852,0.696503,0.439256,0.508865,0.383976,0.676706,0.476303,0.502887,0.667866,0.445741,0.404099,0.197065,0.704686,0.589481,0.386187,0.634621,0.596158,0.564577,0.544321,0.504703,0.517775,0.62581,0.562446,0.386632,0.583311,0.511963,0.537118,0.458316,0.670419,0.54748,0.563067,0.670296,0.522887,0.531428,0.479581,0.577791,0.562889,0.569796,0.499448,0.61354,0.448878,0.615054,0.292227,1
0.874688,0.658859,0.956866,0.120856,0.302398,0.562072,0.186429,0.26201,0.814504,0.439295,0.570093,0.52809,0.655787,0.376627,0.674908,0.602447,0.479193,0.436607,0.368967,0.821626,0.60449,0.564052,0.663461,0.571671,0.591943,0.555132,0.630289,0.492489,0.604324,0.578445,0.357128,0.603541,0.569536,0.603632,0.431387,0.558214,0.221071,0.483672,0.652744,0.507855,0.814624,0.608428,0.494386,0.527413,0.571361,0.825865,0.621093,0.550805,0.388017,0.416764,1
