2021-04-20

 The results given by NN

macro.hprecision , macro.hrecall , macro.hf , micro.hprecision , micro.hrecall , micro.hf
0 , 0 , 0 , NA , 0 , NA
AU.prc.res , AU.prc.precision , AU.prc.recall , average.auprc , average.auprc.w , each.class.auc
0 , 0 , 0 , 0.309857211255488 , 0.678460414492981 , 0.0889221844149599
0 , 0 , 0 , 0.309857211255488 , 0.678460414492981 , 0.0889221844149599
0 , 0 , 0 , 0.309857211255488 , 0.678460414492981 , 0.942598218925284
0 , 0 , 0 , 0.309857211255488 , 0.678460414492981 , 0.159951571562437
0 , 0 , 0 , 0.309857211255488 , 0.678460414492981 , 0.131082009231354
0 , 0 , 0 , 0.309857211255488 , 0.678460414492981 , 0.131082009231354
0 , 0 , 0 , 0.309857211255488 , 0.678460414492981 , 0.974872267673341
0 , 0 , 0 , 0.309857211255488 , 0.678460414492981 , 0.974872267673341
0 , 0 , 0 , 0.309857211255488 , 0.678460414492981 , 0.974872267673341
0 , 0 , 0 , 0.309857211255488 , 0.678460414492981 , 0.974872267673341
0 , 0 , 0 , 0.309857211255488 , 0.678460414492981 , 0.974872267673341
0 , 0 , 0 , 0.309857211255488 , 0.678460414492981 , 0.974872267673341
0 , 0 , 0 , 0.309857211255488 , 0.678460414492981 , 0.978468036636099
0 , 0 , 0 , 0.309857211255488 , 0.678460414492981 , 0.978468036636099
0 , 0 , 0 , 0.309857211255488 , 0.678460414492981 , 0.974872267673341
0 , 0 , 0 , 0.309857211255488 , 0.678460414492981 , 0.974872267673341
0 , 0 , 0 , 0.309857211255488 , 0.678460414492981 , 0.974872267673341
0 , 0 , 0 , 0.309857211255488 , 0.678460414492981 , 0.974872267673341
0 , 0 , 0 , 0.309857211255488 , 0.678460414492981 , 0.974872267673341
0 , 0 , 0 , 0.309857211255488 , 0.678460414492981 , 0.974872267673341
0 , 0 , 0 , 0.309857211255488 , 0.678460414492981 , 0.978468036636099
0 , 0 , 0 , 0.309857211255488 , 0.678460414492981 , 0.974872267673341
0 , 0 , 0 , 0.309857211255488 , 0.678460414492981 , 0.974872267673341
0 , 0 , 0 , 0.309857211255488 , 0.678460414492981 , 0.974872267673341
0 , 0 , 0 , 0.309857211255488 , 0.678460414492981 , 0.131082009231354
0 , 0 , 0 , 0.309857211255488 , 0.678460414492981 , 0.131082009231354
0 , 0 , 0 , 0.309857211255488 , 0.678460414492981 , 0.131082009231354
0 , 0 , 0 , 0.309857211255488 , 0.678460414492981 , 0.131082009231354
0 , 0 , 0 , 0.309857211255488 , 0.678460414492981 , 0.131082009231354
0 , 0 , 0 , 0.309857211255488 , 0.678460414492981 , 0.131082009231354
0 , 0 , 0 , 0.309857211255488 , 0.678460414492981 , 0.131082009231354
0 , 0 , 0 , 0.309857211255488 , 0.678460414492981 , 0.131082009231354
0 , 0 , 0 , 0.309857211255488 , 0.678460414492981 , 0.131082009231354
0 , 0 , 0 , 0.309857211255488 , 0.678460414492981 , 0.131082009231354
0 , 0 , 0 , 0.309857211255488 , 0.678460414492981 , 0.131082009231354
0 , 0 , 0 , 0.309857211255488 , 0.678460414492981 , 0.131082009231354
0 , 0 , 0 , 0.309857211255488 , 0.678460414492981 , 0.131082009231354
