第1 个acc：97.777778	 rec：0.818182	 spe：1.000000	 pre：1.000000	 fm：0.900000;
第2 个acc：97.777778	 rec：0.818182	 spe：1.000000	 pre：1.000000	 fm：0.900000;
第3 个acc：95.555556	 rec：1.000000	 spe：0.000000	 pre：0.955556	 fm：0.977273;
第4 个acc：93.333333	 rec：0.842105	 spe：0.957746	 pre：0.842105	 fm：0.842105;
第5 个acc：97.777778	 rec：0.933333	 spe：0.986667	 pre：0.933333	 fm：0.933333;
第6 个acc：97.777778	 rec：0.933333	 spe：0.986667	 pre：0.933333	 fm：0.933333;
第7 个acc：97.777778	 rec：1.000000	 spe：0.000000	 pre：0.977778	 fm：0.988764;
第8 个acc：97.777778	 rec：1.000000	 spe：0.000000	 pre：0.977778	 fm：0.988764;
第9 个acc：97.777778	 rec：1.000000	 spe：0.000000	 pre：0.977778	 fm：0.988764;
第10 个acc：97.777778	 rec：1.000000	 spe：0.000000	 pre：0.977778	 fm：0.988764;
第11 个acc：97.777778	 rec：1.000000	 spe：0.000000	 pre：0.977778	 fm：0.988764;
第12 个acc：97.777778	 rec：1.000000	 spe：0.000000	 pre：0.977778	 fm：0.988764;
第13 个acc：98.888889	 rec：1.000000	 spe：0.000000	 pre：0.988889	 fm：0.994413;
第14 个acc：98.888889	 rec：1.000000	 spe：0.000000	 pre：0.988889	 fm：0.994413;
第15 个acc：97.777778	 rec：1.000000	 spe：0.000000	 pre：0.977778	 fm：0.988764;
第16 个acc：97.777778	 rec：1.000000	 spe：0.000000	 pre：0.977778	 fm：0.988764;
第17 个acc：97.777778	 rec：1.000000	 spe：0.000000	 pre：0.977778	 fm：0.988764;
第18 个acc：97.777778	 rec：1.000000	 spe：0.000000	 pre：0.977778	 fm：0.988764;
第19 个acc：97.777778	 rec：1.000000	 spe：0.000000	 pre：0.977778	 fm：0.988764;
第20 个acc：97.777778	 rec：1.000000	 spe：0.000000	 pre：0.977778	 fm：0.988764;
第21 个acc：98.888889	 rec：1.000000	 spe：0.000000	 pre：0.988889	 fm：0.994413;
第22 个acc：97.777778	 rec：1.000000	 spe：0.000000	 pre：0.977778	 fm：0.988764;
第23 个acc：97.777778	 rec：1.000000	 spe：0.000000	 pre：0.977778	 fm：0.988764;
第24 个acc：97.777778	 rec：1.000000	 spe：0.000000	 pre：0.977778	 fm：0.988764;
第25 个acc：97.777778	 rec：0.933333	 spe：0.986667	 pre：0.933333	 fm：0.933333;
第26 个acc：97.777778	 rec：0.933333	 spe：0.986667	 pre：0.933333	 fm：0.933333;
第27 个acc：97.777778	 rec：0.933333	 spe：0.986667	 pre：0.933333	 fm：0.933333;
第28 个acc：97.777778	 rec：0.933333	 spe：0.986667	 pre：0.933333	 fm：0.933333;
第29 个acc：97.777778	 rec：0.933333	 spe：0.986667	 pre：0.933333	 fm：0.933333;
第30 个acc：97.777778	 rec：0.933333	 spe：0.986667	 pre：0.933333	 fm：0.933333;
