0.115086,0.194311,0.63017,0.905111,0.49935,0.456388,0.42005,0.495902,0.678452,0.469586,0.610616,0.427524,0.658394,0.440738,0.549447,0.672562,0.470682,0.4825,0.510709,0.655857,0.586133,0.422346,0.619903,0.606477,0.59292,0.534035,0.515407,0.516809,0.620581,0.510433,0.395009,0.521646,0.425484,0.52455,0.538999,0.650117,0.55752,0.556476,0.623498,0.520732,0.568455,0.467259,0.621341,0.555493,0.560176,0.436793,0.581611,0.502217,0.48305,0.352566
0.114598,0.19284,0.633619,0.902924,0.496215,0.462293,0.420446,0.502315,0.66898,0.477989,0.616595,0.415762,0.657857,0.435089,0.53131,0.662886,0.470672,0.466398,0.533378,0.662973,0.583927,0.428712,0.621399,0.598309,0.592074,0.538548,0.5271,0.52544,0.616241,0.507595,0.395914,0.519293,0.4139,0.511396,0.540413,0.653501,0.562209,0.556,0.624119,0.517051,0.562039,0.4689,0.612066,0.555944,0.561045,0.449917,0.579666,0.499999,0.486074,0.352557
0.118489,0.210633,0.638273,0.915157,0.488837,0.454239,0.466719,0.465257,0.699567,0.455257,0.605644,0.43398,0.661654,0.439131,0.534356,0.653841,0.469102,0.469364,0.544547,0.654432,0.587804,0.41826,0.615973,0.591853,0.598666,0.527371,0.5301,0.513335,0.619157,0.528218,0.379262,0.533887,0.52747,0.537475,0.50129,0.656912,0.56764,0.548215,0.624238,0.527324,0.564934,0.460733,0.611151,0.560256,0.562299,0.430791,0.579282,0.508086,0.488838,0.353441
0.111877,0.192687,0.636414,0.904822,0.491666,0.459375,0.413379,0.495514,0.663356,0.481899,0.613634,0.418718,0.658041,0.435209,0.533527,0.662396,0.469891,0.467345,0.523455,0.658528,0.584379,0.42597,0.612854,0.598075,0.59376,0.537107,0.533364,0.522271,0.617656,0.5115,0.392376,0.514414,0.402,0.517605,0.540877,0.650157,0.565082,0.556052,0.625541,0.518888,0.563138,0.467155,0.614374,0.556086,0.561877,0.453444,0.578142,0.497606,0.487561,0.353002
0.553291,0.904038,0.653015,0.978793,0.501959,0.390217,0.69179,0.457973,0.768001,0.387357,0.604565,0.452822,0.65342,0.451695,0.508971,0.620734,0.45503,0.38159,0.252469,0.66728,0.586456,0.457108,0.635138,0.608581,0.586878,0.55653,0.529509,0.524898,0.622255,0.499008,0.405382,0.497951,0.406954,0.519846,0.554876,0.620587,0.566841,0.529983,0.611616,0.537141,0.557258,0.457728,0.599668,0.587036,0.562114,0.300621,0.558776,0.505866,0.477564,0.391944
0.104111,0.171766,0.625797,0.90032,0.497989,0.475974,0.409437,0.503687,0.662705,0.482726,0.622437,0.435718,0.664679,0.435869,0.51874,0.653117,0.468718,0.456101,0.519301,0.661769,0.588681,0.422564,0.620249,0.585798,0.607509,0.525917,0.538147,0.511919,0.621213,0.514332,0.390889,0.521038,0.393142,0.515473,0.557914,0.648198,0.551535,0.560091,0.629778,0.518608,0.556417,0.460717,0.611323,0.551486,0.564313,0.455624,0.583854,0.502685,0.492756,0.351905
0.120134,0.213547,0.63892,0.914695,0.489179,0.456247,0.462372,0.468159,0.697066,0.458293,0.605427,0.425398,0.658371,0.436591,0.54003,0.658563,0.470292,0.474606,0.543826,0.65545,0.586477,0.422814,0.616478,0.599533,0.593276,0.536239,0.530983,0.518351,0.616446,0.523371,0.380984,0.526646,0.514619,0.535378,0.500026,0.653962,0.566235,0.54753,0.624991,0.525999,0.564393,0.464559,0.60924,0.562207,0.559169,0.432821,0.577429,0.502916,0.484723,0.352007
0.108755,0.19169,0.63584,0.911013,0.484379,0.452884,0.488158,0.443391,0.71547,0.444406,0.596935,0.432356,0.656546,0.435594,0.541289,0.656432,0.467859,0.469825,0.523908,0.655987,0.586949,0.424866,0.61751,0.598221,0.594582,0.535395,0.528387,0.519344,0.617416,0.533595,0.366197,0.536599,0.585131,0.546365,0.476966,0.66508,0.566668,0.538533,0.621781,0.529409,0.566006,0.463616,0.60576,0.56589,0.559441,0.406596,0.575267,0.501765,0.490356,0.3513
0.121282,0.215055,0.639446,0.914269,0.489812,0.455799,0.454435,0.473301,0.691377,0.462542,0.608239,0.426145,0.658933,0.438366,0.537665,0.658734,0.47027,0.4739,0.546281,0.656716,0.585214,0.421793,0.615199,0.59762,0.59506,0.535131,0.531379,0.518747,0.617438,0.521057,0.382394,0.52482,0.495282,0.531622,0.508538,0.654638,0.567381,0.547627,0.624312,0.524285,0.564542,0.463602,0.611166,0.559611,0.561121,0.43817,0.577935,0.50312,0.486158,0.352951
0.474604,0.569468,0.343008,0.924715,0.718,0.218366,0.59598,0.098188,0.522114,0.592758,0.683484,0.414253,0.589663,0.525951,0.527037,0.388488,0.254408,0.474369,0.341432,0.664171,0.516891,0.254911,0.838534,0.658518,0.366941,0.707128,0.634453,0.528542,0.472078,0.547414,0.359393,0.620535,0.508113,0.490776,0.621465,0.73645,0.482943,0.503451,0.777069,0.523645,0.548002,0.449119,0.6364,0.512359,0.59159,0.757753,0.656731,0.589994,0.352599,0.279436
0.120873,0.215669,0.639523,0.915156,0.489503,0.456169,0.452356,0.473258,0.690584,0.463444,0.608279,0.424761,0.65851,0.437351,0.538377,0.65933,0.470487,0.474305,0.545726,0.657134,0.585351,0.422467,0.61501,0.598792,0.593881,0.537417,0.530714,0.519983,0.616314,0.520423,0.382081,0.523007,0.491924,0.531435,0.507415,0.654032,0.566787,0.547558,0.623564,0.523465,0.564551,0.464965,0.610331,0.559608,0.561047,0.438824,0.577357,0.500998,0.484654,0.35266
